order_id,user_id,order_date,order_status,total_amount
O00013629,U000331,2024-07-12 10:50:39.529424,Shipped,252.11
O00013628,U006735,2025-09-30 04:39:35.440430,Processing,1155.43
O00013644,U004227,2025-08-07 02:28:57.670603,Processing,1887.94
O00013646,U007357,2024-03-10 22:08:34.385242,Shipped,272.53
O00013626,U000751,2025-05-11 02:44:40.443944,Processing,473.7
O00013647,U003313,2024-04-28 05:39:28.324489,Cancelled,351.09
O00013662,U008930,2024-10-06 22:40:57.969697,Processing,2422.46
O00013661,U008521,2024-12-06 06:16:11.240004,Returned,108.39
O00013660,U004076,2024-06-02 05:54:49.039099,Returned,1153.94
O00013659,U007201,2024-01-05 22:49:42.672730,Completed,68.33
O00013658,U007947,2024-04-11 20:46:54.071126,Processing,69.5
O00013657,U003335,2025-06-18 12:33:51.393524,Completed,3522.84
O00013656,U000114,2024-11-15 15:48:41.501057,Shipped,566.53
O00013655,U004714,2025-07-05 00:55:21.941972,Completed,300.03
O00013654,U007135,2024-01-23 17:07:58.058141,Processing,20.06
O00013653,U002028,2025-01-27 17:43:46.402271,Processing,25.95
O00013652,U004903,2025-08-04 23:59:02.769600,Cancelled,3487.22
O00013651,U009368,2025-03-11 17:54:33.318168,Shipped,283.2
O00013650,U006698,2024-10-15 19:55:28.088870,Returned,82.3
O00013649,U004640,2025-01-04 23:14:35.964924,Cancelled,153.41
O00013648,U007792,2024-07-21 15:11:53.975852,Processing,70.32
O00013627,U009508,2024-08-29 19:58:12.511332,Processing,9.8
O00013625,U006614,2024-04-09 11:36:54.003891,Cancelled,24.98
O00013741,U000192,2024-02-27 16:47:12.605586,Processing,115.31
O00013605,U005820,2024-10-28 02:21:22.003851,Shipped,886.37
O00013603,U002760,2025-03-17 19:10:05.087444,Processing,1120.58
O00013602,U002277,2025-01-31 00:34:20.943976,Processing,1511.3
O00013601,U007208,2025-02-09 09:42:19.596464,Completed,15.21
O00013600,U004985,2024-02-27 21:06:13.797521,Returned,178.96
O00013599,U004314,2025-01-03 20:08:19.887826,Completed,385.4
O00013598,U006456,2025-01-23 22:26:21.626863,Returned,1119.86
O00013596,U002684,2024-05-25 10:35:47.147239,Completed,68.51
O00013595,U009543,2024-02-05 14:48:53.538752,Cancelled,2301.88
O00013594,U005033,2025-08-14 09:33:53.242901,Shipped,70.16
O00013593,U001537,2024-06-10 20:28:45.600934,Shipped,222.62
O00013592,U008725,2025-08-07 06:17:31.891220,Shipped,685.12
O00013591,U004985,2024-11-18 22:53:41.232055,Processing,2.72
O00013590,U003478,2025-07-18 10:42:53.048064,Cancelled,1772.84
O00013589,U006022,2025-04-10 01:35:28.464547,Cancelled,439.38
O00013588,U008295,2025-10-05 08:45:35.304909,Cancelled,70.56
O00013604,U002956,2025-08-12 09:19:53.070431,Completed,6.6
O00013606,U004144,2024-08-29 03:48:18.425605,Completed,657.09
O00013624,U002949,2024-10-08 02:37:23.350504,Shipped,170.19
O00013607,U006739,2025-03-02 13:36:47.133491,Cancelled,14.59
O00013623,U000047,2024-10-15 11:21:57.975622,Cancelled,291.84
O00013622,U002613,2024-12-06 17:39:41.285748,Processing,1702.11
O00013621,U005063,2025-08-04 20:11:39.760982,Returned,775.52
O00013620,U008755,2025-08-22 11:50:46.288363,Cancelled,419.55
O00013619,U004833,2024-01-10 02:10:25.416516,Processing,614.29
O00013618,U006242,2025-01-09 20:51:25.203238,Returned,15.41
O00013616,U002411,2024-02-11 07:37:24.827750,Shipped,354.74
O00013615,U008674,2025-08-25 23:26:02.385413,Processing,1055.26
O00013614,U006147,2024-09-07 00:59:47.467994,Cancelled,367.67
O00013613,U005527,2025-05-06 19:42:55.730773,Returned,292.26
O00013612,U000920,2024-12-08 20:56:39.357158,Processing,1583.67
O00013611,U009658,2025-05-08 03:53:49.471560,Cancelled,135.88
O00013610,U009873,2024-09-28 19:25:34.765618,Processing,2951.72
O00013609,U004215,2024-10-22 07:21:06.137667,Cancelled,749.52
O00013608,U006765,2025-01-06 09:46:48.566192,Shipped,2597.43
O00013663,U007095,2025-06-15 11:48:10.871523,Shipped,3199.96
O00013664,U001609,2025-01-04 19:57:09.815595,Returned,1587.18
O00013665,U007096,2024-01-06 02:18:04.860648,Cancelled,1063.43
O00013723,U000929,2024-12-31 11:41:44.530475,Shipped,148.55
O00013721,U008382,2025-01-14 04:22:13.284788,Processing,487.42
O00013720,U006555,2025-10-02 17:43:06.676610,Returned,2968.76
O00013719,U006751,2024-01-09 08:35:42.747436,Shipped,3317.72
O00013718,U006704,2025-10-24 23:44:27.002927,Processing,787.11
O00013717,U001932,2024-05-22 02:09:48.620877,Processing,1721.96
O00013715,U004833,2024-06-09 03:59:39.624537,Shipped,999.18
O00013714,U000347,2024-12-22 00:41:25.702824,Cancelled,56.04
O00013713,U009403,2025-01-26 10:48:42.434589,Processing,373.88
O00013712,U004153,2025-10-08 08:11:02.469940,Completed,919.57
O00013711,U006562,2024-01-31 12:10:33.901640,Completed,503.68
O00013710,U005288,2025-05-09 11:21:22.496948,Returned,352.53
O00013709,U001285,2025-03-07 19:27:55.524988,Processing,10.71
O00013708,U002730,2024-10-03 15:15:54.479934,Returned,21.73
O00013707,U003482,2025-02-17 23:47:19.024400,Shipped,770.82
O00013706,U000645,2024-12-13 20:44:12.723505,Processing,1492.13
O00013722,U004423,2024-09-26 21:05:53.079013,Completed,52.99
O00013724,U004799,2024-04-03 14:26:31.236263,Cancelled,285.96
O00013666,U005369,2024-06-05 06:50:31.670526,Completed,1360.3
O00013725,U006708,2024-11-01 08:52:01.292000,Completed,54.22
O00013740,U008802,2024-11-18 12:13:02.168753,Cancelled,177.42
O00013739,U003228,2025-11-03 22:40:10.607061,Returned,33.99
O00013738,U001421,2024-10-24 22:14:03.314538,Shipped,68.6
O00013737,U006831,2024-05-11 08:25:33.868379,Returned,360.8
O00013736,U003442,2024-09-12 21:27:21.009490,Cancelled,327.72
O00013735,U008444,2024-03-27 18:14:19.533818,Returned,19.08
O00013734,U006959,2024-08-03 14:56:53.040251,Shipped,140.31
O00013733,U009576,2025-11-08 03:03:43.962866,Processing,375.68
O00013732,U002394,2024-07-15 05:05:05.009235,Completed,432.92
O00013731,U001960,2024-01-08 17:03:28.468177,Completed,194.72
O00013730,U009730,2025-08-05 14:24:54.727024,Shipped,103.47
O00013729,U000631,2025-08-29 22:44:40.416876,Returned,1554.08
O00013728,U000360,2025-02-24 10:36:31.783692,Completed,230.41
O00013727,U008181,2024-06-15 22:53:42.120708,Processing,217.38
O00013726,U009024,2024-01-14 12:38:19.966823,Completed,22.11
O00013705,U000741,2025-01-16 16:55:14.789179,Returned,596.72
O00013704,U000535,2025-06-06 19:28:33.623552,Processing,139.22
O00013702,U009743,2024-04-28 04:45:37.959066,Returned,407.17
O00013701,U000512,2024-11-14 20:28:54.885669,Processing,665.02
O00013681,U006470,2024-06-03 16:52:26.148654,Returned,813.89
O00013680,U001246,2025-01-16 07:52:15.864333,Processing,295.31
O00013679,U006235,2024-06-18 04:27:09.277605,Shipped,474.12
O00013678,U008939,2025-10-19 07:32:39.064010,Shipped,464.09
O00013677,U009588,2024-02-24 12:00:04.642440,Completed,902.48
O00013676,U008179,2024-04-05 04:20:39.668040,Returned,215.73
O00013675,U000390,2025-03-06 23:02:47.805634,Processing,7.41
O00013674,U004098,2024-10-17 01:41:00.692590,Completed,154.64
O00013673,U001413,2025-03-17 15:50:46.212056,Processing,5.74
O00013672,U004347,2024-07-06 08:38:53.192923,Processing,16.35
O00013671,U000330,2025-11-06 04:14:22.080031,Returned,886.57
O00013670,U000643,2024-12-30 07:02:34.674513,Completed,293.24
O00013669,U003275,2024-05-21 08:23:55.410234,Shipped,2941.96
O00013668,U005623,2024-09-29 18:53:55.915412,Processing,41.19
O00013667,U001924,2024-09-13 22:36:51.732828,Cancelled,1050.42
O00013682,U004805,2024-07-29 16:21:05.203844,Cancelled,1023.37
O00013684,U004213,2024-12-09 04:22:37.478042,Cancelled,2122.4
O00013685,U005892,2024-11-30 09:28:30.074511,Shipped,145.48
O00013694,U004880,2024-02-22 21:16:15.717567,Completed,44.29
O00013700,U001840,2025-08-10 15:33:54.809889,Cancelled,582.18
O00013699,U001341,2024-11-29 07:09:19.114726,Shipped,347.09
O00013698,U002662,2024-06-17 22:58:24.248283,Completed,3949.42
O00013697,U006284,2025-09-02 07:00:56.453222,Processing,75.02
O00013696,U003832,2024-11-18 08:07:48.675389,Processing,1011.71
O00013695,U003637,2024-08-25 09:07:52.247784,Completed,4022.23
O00013693,U006444,2025-04-19 13:10:58.248099,Processing,82.8
O00013686,U003224,2024-03-23 16:06:41.949815,Processing,104.68
O00013692,U000823,2025-08-10 21:14:15.323719,Returned,572.09
O00013691,U009629,2025-03-03 19:42:55.369695,Returned,2353.66
O00013690,U008303,2025-05-14 17:56:14.467921,Returned,30.82
O00013689,U009799,2024-04-28 06:47:09.743405,Completed,88.96
O00013688,U008753,2025-05-01 08:37:49.369594,Processing,79.42
O00013687,U009657,2025-03-28 21:32:40.465182,Processing,1300.08
O00013903,U004421,2024-09-28 03:37:15.736419,Returned,355.83
O00013904,U005476,2025-06-02 07:16:07.100967,Completed,97.3
O00013905,U008352,2025-03-10 08:19:20.103412,Completed,255.97
O00014122,U005482,2025-02-13 02:02:18.085030,Shipped,642.0
O00014119,U002668,2025-02-01 20:56:13.751246,Cancelled,52.71
O00014118,U009689,2025-09-05 12:10:09.900743,Returned,1014.64
O00014117,U007030,2025-04-17 10:53:35.927752,Completed,147.86
O00014116,U007162,2025-07-27 00:49:56.661803,Returned,122.13
O00014115,U004888,2025-03-05 10:18:08.662935,Completed,650.77
O00014114,U003900,2024-06-08 06:42:03.556674,Cancelled,671.23
O00014113,U002021,2024-09-28 05:23:15.538624,Returned,185.46
O00014112,U003882,2025-02-11 00:21:20.155661,Cancelled,
O00014111,U000156,2025-01-22 02:37:29.003498,Completed,41.57
O00014110,U000868,2024-03-03 07:43:32.493116,Shipped,58.83
O00014108,U004145,2024-05-06 23:16:41.543530,Processing,558.79
O00014107,U003156,2024-01-08 05:37:55.447354,Cancelled,177.89
O00014106,U004296,2025-07-01 06:52:19.784639,Shipped,52.33
O00014105,U000332,2024-09-19 12:03:56.378981,Completed,332.69
O00014104,U000002,2024-05-26 21:29:12.028772,Returned,546.76
O00014120,U002185,2024-05-31 13:10:16.323843,Returned,866.56
O00014123,U003148,2025-04-20 00:40:40.899019,Cancelled,95.5
O00014102,U008880,2024-11-21 19:11:18.105355,Returned,727.64
O00014124,U003770,2025-05-28 19:01:24.070247,Cancelled,26.39
O00014139,U005636,2024-09-12 21:07:27.221979,Returned,102.08
O00014138,U007913,2024-07-25 13:56:17.821782,Returned,492.48
O00014137,U001270,2025-10-10 05:54:58.410717,Cancelled,410.13
O00014136,U009785,2024-12-20 03:43:48.009782,Cancelled,627.5
O00014135,U009912,2025-08-26 01:53:13.684150,Completed,249.91
O00014134,U007626,2025-11-11 05:56:38.557973,Shipped,353.87
O00014133,U000303,2025-04-28 17:44:50.250659,Cancelled,9.81
O00014132,U003239,2025-06-25 20:43:08.899253,Returned,466.56
O00014131,U001241,2025-10-15 17:57:43.653260,Processing,1274.68
O00014130,U001176,2025-08-21 05:20:49.770402,Returned,149.72
O00014129,U009725,2025-03-11 08:13:49.657149,Returned,311.52
O00014128,U009131,2025-02-27 03:42:52.226913,Completed,21.2
O00014127,U008707,2024-04-27 02:08:53.877983,Returned,355.76
O00014126,U003859,2025-10-31 21:00:40.383804,Processing,6.95
O00014125,U002373,2024-01-21 02:42:57.347428,Shipped,61.82
O00014103,U003731,2025-11-02 07:47:44.619044,Shipped,844.02
O00014101,U006083,2024-09-04 00:20:16.351751,Cancelled,231.26
O00014062,U004061,2024-03-19 06:14:08.176247,Shipped,163.04
O00014080,U004999,2025-06-09 04:53:39.707935,Returned,1041.68
O00014078,U001890,2025-07-08 15:27:54.318120,Completed,4.94
O00014077,U002063,2025-02-06 12:39:04.833653,Cancelled,85.79
O00014076,U008252,2024-01-17 06:51:04.200178,Cancelled,1267.96
O00014075,U000932,2025-10-29 05:17:27.806722,Completed,2927.65
O00014074,U007998,2025-01-30 22:24:50.438709,Shipped,1385.96
O00014073,U007881,2025-10-27 03:02:05.130680,Cancelled,42.31
O00014072,U005151,2025-09-13 06:01:44.407291,Cancelled,469.32
O00014071,U007217,2025-01-06 05:09:40.436157,Shipped,210.15
O00014070,U002407,2025-06-30 20:29:31.598151,Processing,23.33
O00014069,U003190,2024-07-27 00:14:45.338044,Cancelled,584.68
O00014068,U007784,2025-03-23 17:56:02.553041,Processing,203.45
O00014067,U001091,2025-02-02 13:27:53.100848,Returned,599.09
O00014066,U008674,2024-06-14 12:17:14.946068,Completed,688.52
O00014065,U009406,2025-09-09 15:05:27.504121,Returned,53.68
O00014064,U005164,2024-08-26 21:22:43.250546,Cancelled,2398.76
O00014079,U007681,2024-03-02 18:12:33.116778,Shipped,97.69
O00014081,U002497,2024-12-08 13:53:27.024537,Completed,1033.39
O00014099,U003870,2025-04-19 15:46:41.180135,Shipped,433.1
O00014082,U008048,2024-07-15 04:32:10.474543,Cancelled,126.93
O00014098,U002863,2025-06-27 18:06:36.641180,Cancelled,1551.98
O00014097,U001357,2025-10-04 13:10:17.193016,Completed,492.29
O00014096,U004420,2024-06-01 01:19:21.019933,Shipped,254.22
O00014095,U009332,2024-09-22 21:23:06.141313,Returned,684.16
O00014094,U006230,2024-06-10 09:49:19.973328,Cancelled,441.37
O00014093,U009410,2024-12-02 09:04:48.548305,Cancelled,442.88
O00014091,U009960,2024-09-13 07:38:32.391366,Returned,70.68
O00014090,U003437,2025-11-12 04:30:49.062906,Cancelled,1748.33
O00014089,U005496,2025-07-28 05:43:42.274518,Shipped,598.61
O00014088,U007137,2024-10-22 06:53:57.125223,Shipped,456.54
O00014087,U008724,2024-11-30 05:23:22.132697,Completed,895.28
O00014086,U007139,2024-06-20 02:44:32.444304,Shipped,373.83
O00014085,U002088,2025-05-21 16:31:51.565877,Completed,708.98
O00014084,U001976,2025-02-23 15:40:51.975702,Completed,654.76
O00014083,U003259,2025-01-15 16:31:59.294651,Processing,693.46
O00014140,U009211,2025-09-06 15:57:01.336881,Shipped,624.52
O00014141,U004987,2025-09-27 21:20:21.541345,Cancelled,132.88
O00014142,U002883,2025-04-07 22:53:50.526118,Cancelled,80.37
O00014197,U001136,2024-10-18 00:25:27.913012,Processing,195.3
O00014195,U004646,2025-08-10 06:39:41.612483,Shipped,2025.08
O00014194,U003521,2024-08-06 20:57:53.345569,Processing,3184.58
O00014193,U001470,2025-06-02 09:55:23.457334,Returned,733.72
O00014192,U007982,2024-04-18 16:12:49.389236,Shipped,56.08
O00014191,U004092,2024-10-04 08:44:10.137264,Processing,144.75
O00014190,U003599,2024-10-28 17:13:12.592146,Processing,49.73
O00014189,U003296,2025-08-13 00:01:46.651136,Cancelled,114.49
O00014188,U007654,2024-07-29 11:13:37.757554,Returned,723.1
O00014187,U001876,2025-08-26 04:16:14.099418,Processing,149.98
O00014186,U004613,2024-04-12 06:05:53.293621,Cancelled,23.76
O00014185,U009574,2025-07-10 18:00:09.170485,Processing,921.37
O00014184,U000303,2025-10-17 15:09:52.847845,Completed,33.17
O00014183,U001277,2024-11-23 22:26:00.039380,Processing,110.58
O00014182,U009378,2024-01-31 07:07:43.187115,Processing,131.06
O00014181,U000610,2025-04-03 19:13:59.578783,Returned,1463.12
O00014196,U006401,2025-08-04 14:51:55.932288,Processing,87.54
O00014198,U006206,2025-05-16 04:52:07.427269,Completed,4826.25
O00014143,U006273,2024-02-04 20:59:38.048920,Returned,2459.65
O00014199,U005915,2025-05-05 08:06:37.232238,Completed,411.48
O00014214,U002629,2025-01-30 03:51:06.482054,Returned,2130.49
O00014213,U009428,2025-05-16 22:03:33.005573,Processing,567.75
O00014212,U003269,2025-06-21 01:28:54.323924,Completed,1477.91
O00014211,U008925,2024-06-19 11:47:56.641748,Shipped,2211.72
O00014210,U006038,2025-01-26 14:06:31.148762,Shipped,19.09
O00014209,U007151,2024-03-12 22:53:22.287987,Cancelled,877.58
O00014208,U000369,2024-01-18 00:15:53.302162,Processing,317.15
O00014207,U005774,2025-03-06 14:44:50.659372,Shipped,75.42
O00014206,U007208,2025-06-02 18:34:05.169514,Completed,44.1
O00014205,U008117,2025-07-10 15:30:10.086367,Processing,421.3
O00014204,U005982,2025-03-08 17:20:30.252187,Cancelled,304.12
O00014203,U006962,2024-09-08 22:52:19.270946,Cancelled,199.78
O00014202,U001825,2025-06-22 23:46:21.734481,Shipped,81.28
O00014201,U007012,2024-10-09 05:31:29.363065,Returned,159.35
O00014200,U006490,2025-07-27 03:50:56.646966,Returned,2134.09
O00014180,U002399,2024-10-12 16:46:02.014963,Processing,399.34
O00014179,U009525,2024-06-16 21:20:31.843918,Cancelled,841.47
O00014178,U000282,2024-01-24 18:27:32.056841,Shipped,132.13
O00014177,U005783,2024-10-09 22:20:35.297237,Returned,373.09
O00014158,U002865,2024-02-13 16:42:50.574913,Processing,14.84
O00014157,U002255,2024-06-29 18:05:50.793602,Returned,2903.49
O00014156,U005227,2024-09-16 21:13:43.702033,Returned,168.98
O00014155,U003568,2025-04-04 14:38:01.211631,Completed,591.56
O00014154,U002020,2025-06-04 11:34:10.223576,Completed,82.04
O00014153,U002515,2024-07-01 21:11:00.849185,Processing,268.64
O00014152,U003748,2025-01-17 14:56:39.677289,Cancelled,664.92
O00014151,U002891,2024-09-04 05:00:05.363148,Completed,502.31
O00014150,U007566,2024-06-17 11:14:01.215679,Completed,1911.62
O00014149,U004598,2024-11-27 23:09:05.285863,Shipped,270.57
O00014148,U001840,2025-08-01 18:45:16.806330,Completed,65.91
O00014147,U008981,2025-06-28 03:13:44.283124,Cancelled,83.51
O00014146,U008387,2025-10-13 11:55:47.111351,Returned,627.99
O00014145,U008064,2025-11-12 10:25:57.578456,Returned,2624.1
O00014144,U000676,2025-03-23 14:10:15.943291,Completed,535.95
O00014159,U008229,2024-02-15 14:05:28.504524,Processing,268.64
O00014160,U008593,2025-05-31 22:07:22.009019,Cancelled,754.78
O00014161,U009246,2025-10-07 05:09:31.624135,Shipped,78.45
O00014170,U000118,2025-05-20 02:15:34.423527,Returned,2337.85
O00014176,U000643,2024-10-13 06:45:40.170770,Returned,26.0
O00014175,U009818,2025-01-09 19:32:48.833242,Returned,2369.68
O00014174,U001429,2024-01-24 16:20:47.870679,Cancelled,91.0
O00014173,U003113,2024-06-01 06:40:12.320333,Cancelled,17.6
O00014172,U002198,2024-02-16 07:32:23.887980,Processing,377.99
O00014171,U001483,2024-03-28 04:49:11.729054,Shipped,233.7
O00014169,U002648,2024-11-14 07:56:49.520118,Completed,108.8
O00014162,U006820,2025-02-21 16:50:03.848977,Returned,31.04
O00014168,U004119,2024-09-11 01:56:52.945924,Shipped,871.92
O00014167,U004221,2024-11-11 07:28:53.338432,Processing,963.46
O00014166,U002992,2024-03-12 08:46:27.734236,Completed,175.12
O00014165,U000391,2024-02-19 02:13:20.598108,Returned,1493.61
O00014164,U009323,2024-10-24 23:38:52.570682,Cancelled,65.6
O00014163,U009788,2024-10-31 08:39:42.257459,Cancelled,189.22
O00014063,U002360,2024-11-08 15:03:40.573580,Returned,20.31
O00014061,U007324,2025-10-19 23:20:45.348172,Cancelled,1130.25
O00013906,U009618,2024-07-30 01:43:45.743714,Processing,613.69
O00013961,U004443,2025-07-13 14:58:58.419113,Returned,285.63
O00013959,U001844,2024-10-05 19:58:58.982471,Shipped,265.7
O00013958,U004558,2024-03-28 14:48:46.207272,Cancelled,65.69
O00013957,U008927,2024-06-16 01:42:10.466443,Returned,52.62
O00013956,U000227,2025-09-23 09:12:48.998659,Completed,338.22
O00013955,U001882,2024-08-07 20:58:44.333749,Shipped,1075.65
O00013954,U009137,2024-07-27 16:40:30.391827,Cancelled,643.14
O00013953,U006363,2024-06-17 09:45:02.958568,Processing,590.1
O00013952,U004539,2024-11-11 00:08:22.244483,Returned,133.98
O00013951,U006349,2024-12-28 18:32:11.876054,Processing,186.08
O00013950,U003562,2024-03-27 11:45:28.214106,Processing,779.19
O00013949,U002089,2024-09-28 01:07:10.372981,Completed,1640.19
O00013948,U001990,2024-02-28 11:39:36.838292,Processing,936.64
O00013947,U007362,2025-07-30 18:26:43.095112,Processing,566.94
O00013946,U008131,2024-07-21 11:25:58.697120,Returned,357.51
O00013945,U000160,2025-03-27 10:38:18.575536,Completed,1152.27
O00013960,U006861,2024-09-30 15:26:55.565778,Processing,31.35
O00013962,U001214,2024-12-28 08:08:59.386766,Shipped,238.51
O00013943,U000779,2025-06-23 17:10:20.639737,Cancelled,1507.4
O00013963,U004707,2025-10-02 09:25:12.914290,Returned,408.71
O00013978,U009905,2024-02-12 06:39:44.412431,Processing,715.74
O00013977,U001795,2025-04-03 15:19:47.911598,Completed,1677.09
O00013976,U007516,2024-08-21 16:15:45.497444,Shipped,150.71
O00013975,U007907,2024-07-18 17:55:26.166277,Completed,189.9
O00013974,U001329,2025-04-17 01:11:37.707135,Shipped,918.2
O00013973,U004206,2025-06-19 21:25:23.225913,Processing,510.71
O00013972,U004269,2024-10-14 19:57:36.230104,Cancelled,285.18
O00013971,U001328,2025-02-06 09:12:43.086642,Processing,225.61
O00013970,U001068,2024-04-07 15:31:36.600240,Processing,601.43
O00013969,U008462,2025-02-14 09:14:31.946509,Processing,912.32
O00013968,U004626,2024-06-26 03:11:25.764478,Shipped,253.6
O00013967,U005325,2025-08-23 16:32:19.182643,Shipped,96.19
O00013966,U001293,2025-02-14 01:45:19.513669,Returned,2573.59
O00013965,U002731,2025-04-17 20:16:53.458146,Cancelled,401.13
O00013964,U003502,2025-03-02 00:53:25.615853,Processing,802.68
O00013944,U000218,2025-10-07 03:38:15.065246,Shipped,382.42
O00013942,U009453,2025-06-15 04:44:15.669329,Returned,84.37
O00014060,U000082,2024-03-15 10:13:08.450352,Shipped,665.78
O00013923,U002625,2025-01-13 08:15:35.726411,Processing,542.07
O00013921,U002070,2025-08-31 00:05:25.414970,Cancelled,52.54
O00013920,U007282,2025-05-23 07:55:04.784431,Cancelled,467.3
O00013919,U004044,2024-01-02 13:27:15.272092,Returned,209.57
O00013918,U005489,2024-01-04 14:41:54.491597,Processing,715.19
O00013917,U007595,2024-09-05 11:16:52.729962,Returned,413.64
O00013916,U004197,2025-03-23 20:21:46.570237,Returned,211.73
O00013915,U006574,2025-09-01 11:58:02.319399,Processing,1864.92
O00013914,U008965,2025-03-02 23:50:30.376015,Returned,98.25
O00013913,U001962,2025-08-18 18:07:07.262111,Shipped,4.19
O00013912,U008604,2025-06-28 20:39:35.908703,Processing,
O00013911,U009573,2024-03-22 05:13:19.375142,Cancelled,664.44
O00013910,U009449,2025-05-15 18:05:32.978690,Completed,18.64
O00013909,U000897,2025-02-10 09:37:43.310685,Shipped,1811.86
O00013908,U002999,2025-05-03 13:51:57.691714,Processing,208.49
O00013907,U007573,2025-08-21 04:16:46.041696,Completed,39.87
O00013922,U006229,2024-03-27 08:55:21.597857,Processing,277.12
O00013924,U009689,2024-09-19 22:07:09.775548,Completed,1335.9
O00013941,U003547,2025-03-03 05:15:43.594388,Shipped,1179.54
O00013925,U002345,2024-10-15 22:21:34.075684,Cancelled,393.8
O00013940,U002767,2024-04-12 23:42:51.955462,Shipped,84.97
O00013939,U005151,2025-07-18 09:04:59.115630,Shipped,1065.18
O00013938,U001153,2025-05-03 03:55:04.162812,Completed,242.82
O00013937,U003019,2025-04-01 01:02:07.286608,Completed,1265.3
O00013936,U000228,2025-04-21 23:05:50.643593,Processing,667.07
O00013935,U002734,2024-04-04 11:59:41.895637,Completed,156.52
O00013934,U008256,2025-04-02 07:16:58.911101,Completed,186.89
O00013933,U007316,2025-09-24 09:56:26.844670,Shipped,542.77
O00013932,U002290,2024-10-11 03:03:03.592028,Shipped,
O00013931,U007979,2024-08-06 20:23:53.162066,Processing,460.66
O00013930,U007034,2024-12-01 15:00:12.231945,Processing,955.5
O00013929,U000416,2025-01-10 18:16:25.942827,Completed,1112.34
O00013928,U002516,2024-05-11 00:19:30.827705,Returned,34.12
O00013927,U001749,2024-01-14 01:15:52.882667,Cancelled,760.74
O00013926,U000928,2025-08-10 23:23:28.689247,Cancelled,524.82
O00013979,U005429,2025-06-15 00:56:24.046351,Shipped,697.88
O00013980,U005515,2024-08-09 09:12:42.316648,Shipped,992.56
O00013982,U004378,2025-07-21 04:22:40.389615,Returned,185.21
O00014042,U001669,2025-10-06 22:13:16.360504,Cancelled,244.7
O00014040,U008310,2024-09-22 07:20:19.276171,Returned,467.22
O00014039,U007870,2025-03-15 02:07:55.912564,Processing,877.78
O00014037,U004969,2024-08-26 07:19:47.274182,Cancelled,1661.84
O00014035,U007831,2024-04-05 12:51:34.934803,Completed,155.2
O00014034,U002776,2024-04-12 22:29:08.354441,Cancelled,207.26
O00014033,U002371,2025-06-23 06:19:47.816643,Shipped,477.81
O00014031,U003395,2025-04-01 11:15:12.698592,Processing,327.97
O00014030,U009094,2024-07-06 01:10:35.602837,Shipped,16.79
O00014029,U000410,2024-09-10 18:27:44.332264,Completed,131.2
O00014028,U004675,2024-02-03 17:11:59.431854,Cancelled,218.32
O00014027,U004825,2025-09-13 17:52:40.363522,Completed,32.69
O00014026,U006904,2025-10-13 08:14:43.061612,Processing,346.19
O00014025,U005421,2024-05-04 06:04:55.195697,Shipped,406.28
O00014024,U004000,2025-10-30 11:43:06.279900,Cancelled,104.38
O00014022,U000425,2025-09-29 03:15:54.885515,Processing,650.44
O00014041,U007707,2024-03-06 17:39:33.897399,Completed,360.07
O00014043,U009465,2025-08-04 08:03:06.905339,Cancelled,1428.45
O00013983,U004133,2024-09-26 12:54:34.656419,Returned,67.22
O00014044,U001989,2025-05-16 05:58:40.869716,Returned,1429.89
O00014059,U001973,2025-10-26 05:42:30.706028,Completed,323.41
O00014058,U008690,2025-06-12 20:45:42.385170,Completed,51.8
O00014057,U000464,2024-01-12 00:36:14.586935,Shipped,697.07
O00014056,U003472,2024-03-29 15:55:07.997013,Returned,393.78
O00014055,U007069,2024-03-05 12:22:19.734035,Returned,84.83
O00014054,U004657,2024-06-05 06:36:30.105144,Returned,1191.18
O00014053,U000621,2024-06-17 23:35:16.502144,Cancelled,29.52
O00014052,U003737,2024-06-25 09:38:00.061347,Completed,1836.44
O00014051,U004593,2025-02-01 02:06:22.877381,Processing,945.15
O00014050,U002921,2024-07-27 13:22:23.110078,Returned,63.98
O00014049,U008413,2024-03-19 02:20:13.257341,Cancelled,667.32
O00014048,U005284,2025-04-15 16:02:03.264938,Cancelled,63.08
O00014047,U008985,2025-10-12 12:30:33.404213,Cancelled,93.1
O00014046,U009916,2025-10-15 17:18:49.303986,Processing,116.0
O00014045,U004172,2025-10-29 18:52:36.221995,Returned,805.66
O00014021,U006062,2024-07-12 00:46:17.605731,Returned,605.04
O00014020,U007269,2025-01-29 20:55:40.094498,Returned,28.92
O00014019,U001654,2025-06-11 08:23:38.168741,Processing,671.07
O00014018,U000376,2025-08-11 15:50:50.751187,Shipped,1355.37
O00013998,U005489,2025-04-17 10:03:35.848579,Completed,384.39
O00013997,U009182,2025-07-18 04:46:38.987649,Completed,173.15
O00013996,U008179,2024-12-21 04:26:13.068391,Processing,113.75
O00013995,U003528,2024-01-05 10:06:20.323997,Shipped,571.67
O00013994,U005266,2024-09-21 04:52:43.148643,Completed,53.8
O00013993,U001741,2025-05-16 10:12:39.929922,Cancelled,263.07
O00013992,U001981,2024-11-16 05:08:08.180624,Returned,258.84
O00013991,U008733,2024-11-09 18:58:57.668484,Shipped,10.7
O00013990,U002203,2025-05-09 19:18:05.424565,Processing,414.47
O00013989,U006385,2024-12-01 09:52:36.549445,Completed,529.55
O00013988,U004469,2024-05-06 00:10:53.501838,Cancelled,14.33
